"Time (UTCG)","Sat111 - Lat (deg)","Sat111 - Lon (deg)","Sat111 - Alt (km)"
28 Dec 2020 10:01:00.000,-77.290,-139.369,1020.342052
28 Dec 2020 10:02:00.000,-74.838,-149.468,1019.911596
28 Dec 2020 10:03:00.000,-72.078,-156.744,1019.346056
28 Dec 2020 10:04:00.000,-69.132,-162.150,1018.653402
28 Dec 2020 10:05:00.000,-66.067,-166.309,1017.843403
28 Dec 2020 10:06:00.000,-62.923,-169.620,1016.927492
28 Dec 2020 10:07:00.000,-59.724,-172.333,1015.918610
28 Dec 2020 10:08:00.000,-56.485,-174.614,1014.831027
28 Dec 2020 10:09:00.000,-53.216,-176.576,1013.680145
28 Dec 2020 10:10:00.000,-49.924,-178.294,1012.482285
28 Dec 2020 10:11:00.000,-46.614,-179.825,1011.254453
28 Dec 2020 10:12:00.000,-43.288,178.791,1010.014109
28 Dec 2020 10:13:00.000,-39.951,177.524,1008.778913
28 Dec 2020 10:14:00.000,-36.603,176.352,1007.566479
28 Dec 2020 10:15:00.000,-33.247,175.256,1006.394120

"Time (UTCG)","Sat2211 - Lat (deg)","Sat2211 - Lon (deg)","Sat2211 - Alt (km)"
28 Dec 2020 10:00:00.000,-53.972,-173.955,1013.950383
28 Dec 2020 10:01:00.000,-50.685,-175.724,1012.761871
28 Dec 2020 10:02:00.000,-47.379,-177.294,1011.539415
28 Dec 2020 10:03:00.000,-44.057,-178.709,1010.300394
28 Dec 2020 10:04:00.000,-40.722,180.000,1009.062442
28 Dec 2020 10:05:00.000,-37.376,178.807,1007.843207
28 Dec 2020 10:06:00.000,-34.022,177.695,1006.660092
28 Dec 2020 10:07:00.000,-30.659,176.648,1005.530010
28 Dec 2020 10:08:00.000,-27.291,175.654,1004.469137
28 Dec 2020 10:09:00.000,-23.916,174.704,1003.492676
28 Dec 2020 10:10:00.000,-20.537,173.789,1002.614638
28 Dec 2020 10:11:00.000,-17.154,172.902,1001.847635
28 Dec 2020 10:12:00.000,-13.768,172.038,1001.202696
28 Dec 2020 10:13:00.000,-10.379,171.192,1000.689100
28 Dec 2020 10:14:00.000,-6.988,170.358,1000.314242
28 Dec 2020 10:15:00.000,-3.596,169.533,1000.083523

"Time (UTCG)","Sat2212 - Lat (deg)","Sat2212 - Lon (deg)","Sat2212 - Alt (km)"
28 Dec 2020 10:00:00.000,-24.695,177.112,1003.709662
28 Dec 2020 10:01:00.000,-21.317,176.189,1002.807749
28 Dec 2020 10:02:00.000,-17.935,175.297,1002.014096
28 Dec 2020 10:03:00.000,-14.549,174.428,1001.340112
28 Dec 2020 10:04:00.000,-11.161,173.578,1000.795494
28 Dec 2020 10:05:00.000,-7.771,172.742,1000.388081
28 Dec 2020 10:06:00.000,-4.379,171.915,1000.123744
28 Dec 2020 10:07:00.000,-0.986,171.093,1000.006291
28 Dec 2020 10:08:00.000,2.406,170.272,1000.037415
28 Dec 2020 10:09:00.000,5.799,169.449,1000.216668
28 Dec 2020 10:10:00.000,9.190,168.618,1000.541465
28 Dec 2020 10:11:00.000,12.579,167.777,1001.007128
28 Dec 2020 10:12:00.000,15.967,166.919,1001.606950
28 Dec 2020 10:13:00.000,19.351,166.042,1002.332297
28 Dec 2020 10:14:00.000,22.731,165.137,1003.172738
28 Dec 2020 10:15:00.000,26.107,164.200,1004.116196

"Time (UTCG)","Sat2301 - Lat (deg)","Sat2301 - Lon (deg)","Sat2301 - Alt (km)"
28 Dec 2020 10:00:00.000,10.088,-129.018,1000.651384
28 Dec 2020 10:01:00.000,13.477,-129.863,1001.153333
28 Dec 2020 10:02:00.000,16.864,-130.725,1001.787335
28 Dec 2020 10:03:00.000,20.247,-131.610,1002.544267
28 Dec 2020 10:04:00.000,23.626,-132.522,1003.413246
28 Dec 2020 10:05:00.000,27.001,-133.469,1004.381789
28 Dec 2020 10:06:00.000,30.371,-134.459,1005.435997
28 Dec 2020 10:07:00.000,33.733,-135.501,1006.560760
28 Dec 2020 10:08:00.000,37.089,-136.607,1007.739976
28 Dec 2020 10:09:00.000,40.435,-137.792,1008.956788
28 Dec 2020 10:10:00.000,43.771,-139.074,1010.193823
28 Dec 2020 10:11:00.000,47.094,-140.477,1011.433447
28 Dec 2020 10:12:00.000,50.402,-142.032,1012.658011
28 Dec 2020 10:13:00.000,53.691,-143.782,1013.850108
28 Dec 2020 10:14:00.000,56.956,-145.785,1014.992814
28 Dec 2020 10:15:00.000,60.190,-148.121,1016.069930

"Time (UTCG)","Sat2302 - Lat (deg)","Sat2302 - Lon (deg)","Sat2302 - Alt (km)"
28 Dec 2020 10:00:00.000,39.664,-135.318,1008.673685
28 Dec 2020 10:01:00.000,43.002,-136.576,1009.907615
28 Dec 2020 10:02:00.000,46.329,-137.949,1011.148211
28 Dec 2020 10:03:00.000,49.640,-139.466,1012.377806
28 Dec 2020 10:04:00.000,52.934,-141.166,1013.578915
28 Dec 2020 10:05:00.000,56.205,-143.104,1014.734482
28 Dec 2020 10:06:00.000,59.447,-145.355,1015.828117
28 Dec 2020 10:07:00.000,62.650,-148.025,1016.844333
28 Dec 2020 10:08:00.000,65.800,-151.276,1017.768753
28 Dec 2020 10:09:00.000,68.873,-155.349,1018.588316
28 Dec 2020 10:10:00.000,71.832,-160.627,1019.291452
28 Dec 2020 10:11:00.000,74.611,-167.711,1019.868243
28 Dec 2020 10:12:00.000,77.096,-177.522,1020.310561
28 Dec 2020 10:13:00.000,79.083,168.772,1020.612176
28 Dec 2020 10:14:00.000,80.265,150.626,1020.768840
28 Dec 2020 10:15:00.000,80.341,130.081,1020.778349

"Time (UTCG)","Sat2303 - Lat (deg)","Sat2303 - Lon (deg)","Sat2303 - Alt (km)"
28 Dec 2020 10:00:00.000,68.172,-152.127,1018.409210
28 Dec 2020 10:01:00.000,71.162,-157.084,1019.140143
28 Dec 2020 10:02:00.000,73.991,-163.682,1019.746866
28 Dec 2020 10:03:00.000,76.558,-172.764,1020.220825
28 Dec 2020 10:04:00.000,78.684,174.526,1020.555344
28 Dec 2020 10:05:00.000,80.082,157.348,1020.745714
28 Dec 2020 10:06:00.000,80.430,137.000,1020.789253
28 Dec 2020 10:07:00.000,79.619,117.575,1020.685350
28 Dec 2020 10:08:00.000,77.882,102.245,1020.435467
28 Dec 2020 10:09:00.000,75.547,91.168,1020.043121
28 Dec 2020 10:10:00.000,72.856,83.228,1019.513838
28 Dec 2020 10:11:00.000,69.952,77.386,1018.855077
28 Dec 2020 10:12:00.000,66.915,72.932,1018.076125
28 Dec 2020 10:13:00.000,63.790,69.419,1017.187974
28 Dec 2020 10:14:00.000,60.604,66.562,1016.203172
28 Dec 2020 10:15:00.000,57.375,64.175,1015.135641

"Time (UTCG)","Sat2304 - Lat (deg)","Sat2304 - Lon (deg)","Sat2304 - Alt (km)"
28 Dec 2020 10:00:00.000,76.124,95.593,1020.146002
28 Dec 2020 10:01:00.000,73.500,87.034,1019.647713
28 Dec 2020 10:02:00.000,70.636,80.781,1019.018057
28 Dec 2020 10:03:00.000,67.625,76.055,1018.265913
28 Dec 2020 10:04:00.000,64.517,72.355,1017.401891
28 Dec 2020 10:05:00.000,61.343,69.366,1016.438194
28 Dec 2020 10:06:00.000,58.123,66.884,1015.388445
28 Dec 2020 10:07:00.000,54.868,64.772,1014.267500
28 Dec 2020 10:08:00.000,51.587,62.939,1013.091245
28 Dec 2020 10:09:00.000,48.285,61.319,1011.876370
28 Dec 2020 10:10:00.000,44.967,59.866,1010.640136
28 Dec 2020 10:11:00.000,41.636,58.543,1009.400133
28 Dec 2020 10:12:00.000,38.293,57.326,1008.174031
28 Dec 2020 10:13:00.000,34.941,56.193,1006.979325
28 Dec 2020 10:14:00.000,31.580,55.130,1005.833086
28 Dec 2020 10:15:00.000,28.213,54.122,1004.751715

"Time (UTCG)","Sat2305 - Lat (deg)","Sat2305 - Lon (deg)","Sat2305 - Alt (km)"
28 Dec 2020 10:00:00.000,49.048,63.869,1012.159124
28 Dec 2020 10:01:00.000,45.734,62.381,1010.926263
28 Dec 2020 10:02:00.000,42.405,61.030,1009.685561
28 Dec 2020 10:03:00.000,39.065,59.791,1008.454690
28 Dec 2020 10:04:00.000,35.715,58.640,1007.251208
28 Dec 2020 10:05:00.000,32.356,57.562,1006.092306
28 Dec 2020 10:06:00.000,28.990,56.542,1004.994561
28 Dec 2020 10:07:00.000,25.619,55.571,1003.973696
28 Dec 2020 10:08:00.000,22.242,54.639,1003.044350
28 Dec 2020 10:09:00.000,18.861,53.739,1002.219866
28 Dec 2020 10:10:00.000,15.476,52.865,1001.512091
28 Dec 2020 10:11:00.000,12.089,52.010,1000.931207
28 Dec 2020 10:12:00.000,8.699,51.171,1000.485575
28 Dec 2020 10:13:00.000,5.307,50.341,1000.181613
28 Dec 2020 10:14:00.000,1.915,49.519,1000.023701
28 Dec 2020 10:15:00.000,-1.478,48.698,1000.014116

"Time (UTCG)","Sat2306 - Lat (deg)","Sat2306 - Lon (deg)","Sat2306 - Alt (km)"
28 Dec 2020 10:00:00.000,19.641,56.137,1002.400091
28 Dec 2020 10:01:00.000,16.257,55.257,1001.664430
28 Dec 2020 10:02:00.000,12.870,54.398,1001.053467
28 Dec 2020 10:03:00.000,9.481,53.555,1000.575996
28 Dec 2020 10:04:00.000,6.090,52.724,1000.238892
28 Dec 2020 10:05:00.000,2.698,51.900,1000.047013
28 Dec 2020 10:06:00.000,-0.695,51.079,1000.003125
28 Dec 2020 10:07:00.000,-4.088,50.258,1000.107859
28 Dec 2020 10:08:00.000,-7.480,49.431,1000.359706
28 Dec 2020 10:09:00.000,-10.870,48.596,1000.755037
28 Dec 2020 10:10:00.000,-14.259,47.747,1001.288157
28 Dec 2020 10:11:00.000,-17.644,46.881,1001.951390
28 Dec 2020 10:12:00.000,-21.027,45.990,1002.735194
28 Dec 2020 10:13:00.000,-24.405,45.071,1003.628301
28 Dec 2020 10:14:00.000,-27.779,44.115,1004.617884
28 Dec 2020 10:15:00.000,-31.147,43.114,1005.689746

"Time (UTCG)","Sat2307 - Lat (deg)","Sat2307 - Lon (deg)","Sat2307 - Alt (km)"
28 Dec 2020 10:00:00.000,-10.088,50.982,1000.651384
28 Dec 2020 10:01:00.000,-13.477,50.137,1001.153333
28 Dec 2020 10:02:00.000,-16.864,49.275,1001.787335
28 Dec 2020 10:03:00.000,-20.247,48.390,1002.544267
28 Dec 2020 10:04:00.000,-23.626,47.478,1003.413246
28 Dec 2020 10:05:00.000,-27.001,46.531,1004.381789
28 Dec 2020 10:06:00.000,-30.371,45.541,1005.435997
28 Dec 2020 10:07:00.000,-33.733,44.499,1006.560760
28 Dec 2020 10:08:00.000,-37.089,43.393,1007.739976
28 Dec 2020 10:09:00.000,-40.435,42.208,1008.956788
28 Dec 2020 10:10:00.000,-43.771,40.926,1010.193823
28 Dec 2020 10:11:00.000,-47.094,39.523,1011.433447
28 Dec 2020 10:12:00.000,-50.402,37.968,1012.658011
28 Dec 2020 10:13:00.000,-53.691,36.218,1013.850108
28 Dec 2020 10:14:00.000,-56.956,34.215,1014.992814
28 Dec 2020 10:15:00.000,-60.190,31.879,1016.069930

"Time (UTCG)","Sat2308 - Lat (deg)","Sat2308 - Lon (deg)","Sat2308 - Alt (km)"
28 Dec 2020 10:00:00.000,-39.664,44.682,1008.673685
28 Dec 2020 10:01:00.000,-43.002,43.424,1009.907615
28 Dec 2020 10:02:00.000,-46.329,42.051,1011.148211
28 Dec 2020 10:03:00.000,-49.640,40.534,1012.377806
28 Dec 2020 10:04:00.000,-52.934,38.834,1013.578915
28 Dec 2020 10:05:00.000,-56.205,36.896,1014.734482
28 Dec 2020 10:06:00.000,-59.447,34.645,1015.828117
28 Dec 2020 10:07:00.000,-62.650,31.975,1016.844333
28 Dec 2020 10:08:00.000,-65.800,28.724,1017.768753
28 Dec 2020 10:09:00.000,-68.873,24.651,1018.588316
28 Dec 2020 10:10:00.000,-71.832,19.373,1019.291452
28 Dec 2020 10:11:00.000,-74.611,12.289,1019.868243
28 Dec 2020 10:12:00.000,-77.096,2.478,1020.310561
28 Dec 2020 10:13:00.000,-79.083,-11.228,1020.612176
28 Dec 2020 10:14:00.000,-80.265,-29.374,1020.768840
28 Dec 2020 10:15:00.000,-80.341,-49.919,1020.778349

"Time (UTCG)","Sat2309 - Lat (deg)","Sat2309 - Lon (deg)","Sat2309 - Alt (km)"
28 Dec 2020 10:00:00.000,-68.172,27.873,1018.409210
28 Dec 2020 10:01:00.000,-71.162,22.916,1019.140143
28 Dec 2020 10:02:00.000,-73.991,16.318,1019.746866
28 Dec 2020 10:03:00.000,-76.558,7.236,1020.220825
28 Dec 2020 10:04:00.000,-78.684,-5.474,1020.555344
28 Dec 2020 10:05:00.000,-80.082,-22.652,1020.745714
28 Dec 2020 10:06:00.000,-80.430,-43.000,1020.789253
28 Dec 2020 10:07:00.000,-79.619,-62.425,1020.685350
28 Dec 2020 10:08:00.000,-77.882,-77.755,1020.435467
28 Dec 2020 10:09:00.000,-75.547,-88.832,1020.043121
28 Dec 2020 10:10:00.000,-72.856,-96.772,1019.513838
28 Dec 2020 10:11:00.000,-69.952,-102.614,1018.855077
28 Dec 2020 10:12:00.000,-66.915,-107.068,1018.076125
28 Dec 2020 10:13:00.000,-63.790,-110.581,1017.187974
28 Dec 2020 10:14:00.000,-60.604,-113.438,1016.203172
28 Dec 2020 10:15:00.000,-57.375,-115.825,1015.135641

"Time (UTCG)","Sat2310 - Lat (deg)","Sat2310 - Lon (deg)","Sat2310 - Alt (km)"
28 Dec 2020 10:00:00.000,-76.124,-84.407,1020.146002
28 Dec 2020 10:01:00.000,-73.500,-92.966,1019.647713
28 Dec 2020 10:02:00.000,-70.636,-99.219,1019.018057
28 Dec 2020 10:03:00.000,-67.625,-103.945,1018.265913
28 Dec 2020 10:04:00.000,-64.517,-107.645,1017.401891
28 Dec 2020 10:05:00.000,-61.343,-110.634,1016.438194
28 Dec 2020 10:06:00.000,-58.123,-113.116,1015.388445
28 Dec 2020 10:07:00.000,-54.868,-115.228,1014.267500
28 Dec 2020 10:08:00.000,-51.587,-117.061,1013.091245
28 Dec 2020 10:09:00.000,-48.285,-118.681,1011.876370
28 Dec 2020 10:10:00.000,-44.967,-120.134,1010.640136
28 Dec 2020 10:11:00.000,-41.636,-121.457,1009.400133
28 Dec 2020 10:12:00.000,-38.293,-122.674,1008.174031
28 Dec 2020 10:13:00.000,-34.941,-123.807,1006.979325
28 Dec 2020 10:14:00.000,-31.580,-124.870,1005.833086
28 Dec 2020 10:15:00.000,-28.213,-125.878,1004.751715

"Time (UTCG)","Sat2311 - Lat (deg)","Sat2311 - Lon (deg)","Sat2311 - Alt (km)"
28 Dec 2020 10:00:00.000,-49.048,-116.131,1012.159124
28 Dec 2020 10:01:00.000,-45.734,-117.619,1010.926263
28 Dec 2020 10:02:00.000,-42.405,-118.970,1009.685561
28 Dec 2020 10:03:00.000,-39.065,-120.209,1008.454690
28 Dec 2020 10:04:00.000,-35.715,-121.360,1007.251208
28 Dec 2020 10:05:00.000,-32.356,-122.438,1006.092306
28 Dec 2020 10:06:00.000,-28.990,-123.458,1004.994561
28 Dec 2020 10:07:00.000,-25.619,-124.429,1003.973696
28 Dec 2020 10:08:00.000,-22.242,-125.361,1003.044350
28 Dec 2020 10:09:00.000,-18.861,-126.261,1002.219866
28 Dec 2020 10:10:00.000,-15.476,-127.135,1001.512091
28 Dec 2020 10:11:00.000,-12.089,-127.990,1000.931207
28 Dec 2020 10:12:00.000,-8.699,-128.829,1000.485575
28 Dec 2020 10:13:00.000,-5.307,-129.659,1000.181613
28 Dec 2020 10:14:00.000,-1.915,-130.481,1000.023701
28 Dec 2020 10:15:00.000,1.478,-131.302,1000.014116

"Time (UTCG)","Sat2312 - Lat (deg)","Sat2312 - Lon (deg)","Sat2312 - Alt (km)"
28 Dec 2020 10:00:00.000,-19.641,-123.863,1002.400091
28 Dec 2020 10:01:00.000,-16.257,-124.743,1001.664430
28 Dec 2020 10:02:00.000,-12.870,-125.602,1001.053467
28 Dec 2020 10:03:00.000,-9.481,-126.445,1000.575996
28 Dec 2020 10:04:00.000,-6.090,-127.276,1000.238892
28 Dec 2020 10:05:00.000,-2.698,-128.100,1000.047013
28 Dec 2020 10:06:00.000,0.695,-128.921,1000.003125
28 Dec 2020 10:07:00.000,4.088,-129.742,1000.107859
28 Dec 2020 10:08:00.000,7.480,-130.569,1000.359706
28 Dec 2020 10:09:00.000,10.870,-131.404,1000.755037
28 Dec 2020 10:10:00.000,14.259,-132.253,1001.288157
28 Dec 2020 10:11:00.000,17.644,-133.119,1001.951390
28 Dec 2020 10:12:00.000,21.027,-134.010,1002.735194
28 Dec 2020 10:13:00.000,24.405,-134.929,1003.628301
28 Dec 2020 10:14:00.000,27.779,-135.885,1004.617884
28 Dec 2020 10:15:00.000,31.147,-136.886,1005.689746

"Time (UTCG)","Sat2401 - Lat (deg)","Sat2401 - Lon (deg)","Sat2401 - Alt (km)"
28 Dec 2020 10:00:00.000,15.103,-69.868,1001.441651
28 Dec 2020 10:01:00.000,18.489,-70.733,1002.136142
28 Dec 2020 10:02:00.000,21.872,-71.624,1002.948632
28 Dec 2020 10:03:00.000,25.250,-72.545,1003.867445
28 Dec 2020 10:04:00.000,28.624,-73.504,1004.879388
28 Dec 2020 10:05:00.000,31.991,-74.509,1005.969948
28 Dec 2020 10:06:00.000,35.352,-75.572,1007.123502
28 Dec 2020 10:07:00.000,38.705,-76.705,1008.323548
28 Dec 2020 10:08:00.000,42.048,-77.924,1009.552941
28 Dec 2020 10:09:00.000,45.380,-79.250,1010.794142
28 Dec 2020 10:10:00.000,48.698,-80.710,1012.029467
28 Dec 2020 10:11:00.000,52.000,-82.339,1013.241343
28 Dec 2020 10:12:00.000,55.281,-84.187,1014.412554
28 Dec 2020 10:13:00.000,58.535,-86.320,1015.526483
28 Dec 2020 10:14:00.000,61.754,-88.835,1016.567349
28 Dec 2020 10:15:00.000,64.926,-91.874,1017.520421

"Time (UTCG)","Sat2402 - Lat (deg)","Sat2402 - Lon (deg)","Sat2402 - Alt (km)"
28 Dec 2020 10:00:00.000,44.612,-76.741,1010.507754
28 Dec 2020 10:01:00.000,47.934,-78.168,1011.746002
28 Dec 2020 10:02:00.000,51.240,-79.754,1012.964831
28 Dec 2020 10:03:00.000,54.526,-81.546,1014.146920
28 Dec 2020 10:04:00.000,57.787,-83.606,1015.275494
28 Dec 2020 10:05:00.000,61.016,-86.022,1016.334560
28 Dec 2020 10:06:00.000,64.199,-88.925,1017.309124
28 Dec 2020 10:07:00.000,67.321,-92.507,1018.185410
28 Dec 2020 10:08:00.000,70.353,-97.070,1018.951041
28 Dec 2020 10:09:00.000,73.245,-103.091,1019.595213
28 Dec 2020 10:10:00.000,75.913,-111.323,1020.108846
28 Dec 2020 10:11:00.000,78.205,-122.863,1020.484701
28 Dec 2020 10:12:00.000,79.863,-138.821,1020.717487
28 Dec 2020 10:13:00.000,80.549,-158.765,1020.803926
28 Dec 2020 10:14:00.000,80.060,-179.110,1020.742801
28 Dec 2020 10:15:00.000,78.544,164.138,1020.534973

"Time (UTCG)","Sat2403 - Lat (deg)","Sat2403 - Lon (deg)","Sat2403 - Alt (km)"
28 Dec 2020 10:00:00.000,72.594,-99.347,1019.457924
28 Dec 2020 10:01:00.000,75.324,-106.984,1020.002375
28 Dec 2020 10:02:00.000,77.721,-117.650,1020.410548
28 Dec 2020 10:03:00.000,79.555,-132.532,1020.676696
28 Dec 2020 10:04:00.000,80.493,-151.761,1020.797071
28 Dec 2020 10:05:00.000,80.274,-172.440,1020.769979
28 Dec 2020 10:06:00.000,78.967,169.778,1020.595801
28 Dec 2020 10:07:00.000,76.892,156.559,1020.276990
28 Dec 2020 10:08:00.000,74.352,147.145,1019.818034
28 Dec 2020 10:09:00.000,71.537,140.344,1019.225397
28 Dec 2020 10:10:00.000,68.554,135.265,1018.507434
28 Dec 2020 10:11:00.000,65.464,131.332,1017.674270
28 Dec 2020 10:12:00.000,62.303,128.184,1016.737669
28 Dec 2020 10:13:00.000,59.091,125.590,1015.710866
28 Dec 2020 10:14:00.000,55.842,123.400,1014.608389
28 Dec 2020 10:15:00.000,52.565,121.509,1013.445855

"Time (UTCG)","Sat2404 - Lat (deg)","Sat2404 - Lon (deg)","Sat2404 - Alt (km)"
28 Dec 2020 10:00:00.000,72.204,143.926,1019.373533
28 Dec 2020 10:01:00.000,69.253,138.510,1018.683638
28 Dec 2020 10:02:00.000,66.184,134.351,1017.876058
28 Dec 2020 10:03:00.000,63.037,131.046,1016.962189
28 Dec 2020 10:04:00.000,59.835,128.341,1015.954946
28 Dec 2020 10:05:00.000,56.594,126.067,1014.868573
28 Dec 2020 10:06:00.000,53.323,124.115,1013.718455
28 Dec 2020 10:07:00.000,50.029,122.404,1012.520900
28 Dec 2020 10:08:00.000,46.717,120.881,1011.292912
28 Dec 2020 10:09:00.000,43.390,119.505,1010.051950
28 Dec 2020 10:10:00.000,40.051,118.246,1008.815683
28 Dec 2020 10:11:00.000,36.702,117.080,1007.601739
28 Dec 2020 10:12:00.000,33.344,115.991,1006.427451
28 Dec 2020 10:13:00.000,29.979,114.963,1005.309611
28 Dec 2020 10:14:00.000,26.608,113.987,1004.264222
28 Dec 2020 10:15:00.000,23.232,113.051,1003.306270

"Time (UTCG)","Sat2405 - Lat (deg)","Sat2405 - Lon (deg)","Sat2405 - Alt (km)"
28 Dec 2020 10:00:00.000,44.159,122.003,1010.338388
28 Dec 2020 10:01:00.000,40.822,120.719,1009.099468
28 Dec 2020 10:02:00.000,37.475,119.534,1007.878823
28 Dec 2020 10:03:00.000,34.120,118.428,1006.693876
28 Dec 2020 10:04:00.000,30.756,117.388,1005.561565
28 Dec 2020 10:05:00.000,27.386,116.400,1004.498095
28 Dec 2020 10:06:00.000,24.011,115.456,1003.518709
28 Dec 2020 10:07:00.000,20.631,114.547,1002.637459
28 Dec 2020 10:08:00.000,17.247,113.667,1001.867002
28 Dec 2020 10:09:00.000,13.859,112.808,1001.218416
28 Dec 2020 10:10:00.000,10.470,111.968,1000.701032
28 Dec 2020 10:11:00.000,7.078,111.140,1000.322302
28 Dec 2020 10:12:00.000,3.685,110.320,1000.087680
28 Dec 2020 10:13:00.000,0.291,109.504,1000.000549
28 Dec 2020 10:14:00.000,-3.102,108.689,1000.062164
28 Dec 2020 10:15:00.000,-6.495,107.871,1000.271637

"Time (UTCG)","Sat2406 - Lat (deg)","Sat2406 - Lon (deg)","Sat2406 - Alt (km)"
28 Dec 2020 10:00:00.000,14.641,115.197,1001.356673
28 Dec 2020 10:01:00.000,11.252,114.353,1000.808298
28 Dec 2020 10:02:00.000,7.860,113.522,1000.397031
28 Dec 2020 10:03:00.000,4.468,112.701,1000.128796
28 Dec 2020 10:04:00.000,1.074,111.885,1000.007459
28 Dec 2020 10:05:00.000,-2.320,111.070,1000.034768
28 Dec 2020 10:06:00.000,-5.713,110.252,1000.210331
28 Dec 2020 10:07:00.000,-9.105,109.428,1000.531615
28 Dec 2020 10:08:00.000,-12.496,108.593,1000.993993
28 Dec 2020 10:09:00.000,-15.884,107.742,1001.590805
28 Dec 2020 10:10:00.000,-19.269,106.871,1002.313461
28 Dec 2020 10:11:00.000,-22.651,105.975,1003.151567
28 Dec 2020 10:12:00.000,-26.029,105.046,1004.093081
28 Dec 2020 10:13:00.000,-29.401,104.076,1005.124487
28 Dec 2020 10:14:00.000,-32.767,103.059,1006.230998
28 Dec 2020 10:15:00.000,-36.126,101.981,1007.396766

"Time (UTCG)","Sat2407 - Lat (deg)","Sat2407 - Lon (deg)","Sat2407 - Alt (km)"
28 Dec 2020 10:00:00.000,-15.103,110.132,1001.441651
28 Dec 2020 10:01:00.000,-18.489,109.267,1002.136142
28 Dec 2020 10:02:00.000,-21.872,108.376,1002.948632
28 Dec 2020 10:03:00.000,-25.250,107.455,1003.867445
28 Dec 2020 10:04:00.000,-28.624,106.496,1004.879388
28 Dec 2020 10:05:00.000,-31.991,105.491,1005.969948
28 Dec 2020 10:06:00.000,-35.352,104.428,1007.123502
28 Dec 2020 10:07:00.000,-38.705,103.295,1008.323548
28 Dec 2020 10:08:00.000,-42.048,102.076,1009.552941
28 Dec 2020 10:09:00.000,-45.380,100.750,1010.794142
28 Dec 2020 10:10:00.000,-48.698,99.290,1012.029467
28 Dec 2020 10:11:00.000,-52.000,97.661,1013.241343
28 Dec 2020 10:12:00.000,-55.281,95.813,1014.412554
28 Dec 2020 10:13:00.000,-58.535,93.680,1015.526483
28 Dec 2020 10:14:00.000,-61.754,91.165,1016.567349
28 Dec 2020 10:15:00.000,-64.926,88.126,1017.520421

"Time (UTCG)","Sat2408 - Lat (deg)","Sat2408 - Lon (deg)","Sat2408 - Alt (km)"
28 Dec 2020 10:00:00.000,-44.612,103.259,1010.507754
28 Dec 2020 10:01:00.000,-47.934,101.832,1011.746002
28 Dec 2020 10:02:00.000,-51.240,100.246,1012.964831
28 Dec 2020 10:03:00.000,-54.526,98.454,1014.146920
28 Dec 2020 10:04:00.000,-57.787,96.394,1015.275494
28 Dec 2020 10:05:00.000,-61.016,93.978,1016.334560
28 Dec 2020 10:06:00.000,-64.199,91.075,1017.309124
28 Dec 2020 10:07:00.000,-67.321,87.493,1018.185410
28 Dec 2020 10:08:00.000,-70.353,82.930,1018.951041
28 Dec 2020 10:09:00.000,-73.245,76.909,1019.595213
28 Dec 2020 10:10:00.000,-75.913,68.677,1020.108846
28 Dec 2020 10:11:00.000,-78.205,57.137,1020.484701
28 Dec 2020 10:12:00.000,-79.863,41.179,1020.717487
28 Dec 2020 10:13:00.000,-80.549,21.235,1020.803926
28 Dec 2020 10:14:00.000,-80.060,0.890,1020.742801
28 Dec 2020 10:15:00.000,-78.544,-15.862,1020.534973

"Time (UTCG)","Sat2409 - Lat (deg)","Sat2409 - Lon (deg)","Sat2409 - Alt (km)"
28 Dec 2020 10:00:00.000,-72.594,80.653,1019.457924
28 Dec 2020 10:01:00.000,-75.324,73.016,1020.002375
28 Dec 2020 10:02:00.000,-77.721,62.350,1020.410548
28 Dec 2020 10:03:00.000,-79.555,47.468,1020.676696
28 Dec 2020 10:04:00.000,-80.493,28.239,1020.797071
28 Dec 2020 10:05:00.000,-80.274,7.560,1020.769979
28 Dec 2020 10:06:00.000,-78.967,-10.222,1020.595801
28 Dec 2020 10:07:00.000,-76.892,-23.441,1020.276990
28 Dec 2020 10:08:00.000,-74.352,-32.855,1019.818034
28 Dec 2020 10:09:00.000,-71.537,-39.656,1019.225397
28 Dec 2020 10:10:00.000,-68.554,-44.735,1018.507434
28 Dec 2020 10:11:00.000,-65.464,-48.668,1017.674270
28 Dec 2020 10:12:00.000,-62.303,-51.816,1016.737669
28 Dec 2020 10:13:00.000,-59.091,-54.410,1015.710866
28 Dec 2020 10:14:00.000,-55.842,-56.600,1014.608389
28 Dec 2020 10:15:00.000,-52.565,-58.491,1013.445855

"Time (UTCG)","Sat2410 - Lat (deg)","Sat2410 - Lon (deg)","Sat2410 - Alt (km)"
28 Dec 2020 10:00:00.000,-72.204,-36.074,1019.373533
28 Dec 2020 10:01:00.000,-69.253,-41.490,1018.683638
28 Dec 2020 10:02:00.000,-66.184,-45.649,1017.876058
28 Dec 2020 10:03:00.000,-63.037,-48.954,1016.962189
28 Dec 2020 10:04:00.000,-59.835,-51.659,1015.954946
28 Dec 2020 10:05:00.000,-56.594,-53.933,1014.868573
28 Dec 2020 10:06:00.000,-53.323,-55.885,1013.718455
28 Dec 2020 10:07:00.000,-50.029,-57.596,1012.520900
28 Dec 2020 10:08:00.000,-46.717,-59.119,1011.292912
28 Dec 2020 10:09:00.000,-43.390,-60.495,1010.051950
28 Dec 2020 10:10:00.000,-40.051,-61.754,1008.815683
