"Time (UTCG)","Sat111 - Lat (deg)","Sat111 - Lon (deg)","Sat111 - Alt (km)"
28 Dec 2020 10:11:00.000,-36.702,-62.920,1007.601739
28 Dec 2020 10:12:00.000,-33.344,-64.009,1006.427451
28 Dec 2020 10:13:00.000,-29.979,-65.037,1005.309611
28 Dec 2020 10:14:00.000,-26.608,-66.013,1004.264222
28 Dec 2020 10:15:00.000,-23.232,-66.949,1003.306270

"Time (UTCG)","Sat2411 - Lat (deg)","Sat2411 - Lon (deg)","Sat2411 - Alt (km)"
28 Dec 2020 10:00:00.000,-44.159,-57.997,1010.338388
28 Dec 2020 10:01:00.000,-40.822,-59.281,1009.099468
28 Dec 2020 10:02:00.000,-37.475,-60.466,1007.878823
28 Dec 2020 10:03:00.000,-34.120,-61.572,1006.693876
28 Dec 2020 10:04:00.000,-30.756,-62.612,1005.561565
28 Dec 2020 10:05:00.000,-27.386,-63.600,1004.498095
28 Dec 2020 10:06:00.000,-24.011,-64.544,1003.518709
28 Dec 2020 10:07:00.000,-20.631,-65.453,1002.637459
28 Dec 2020 10:08:00.000,-17.247,-66.333,1001.867002
28 Dec 2020 10:09:00.000,-13.859,-67.192,1001.218416
28 Dec 2020 10:10:00.000,-10.470,-68.032,1000.701032
28 Dec 2020 10:11:00.000,-7.078,-68.860,1000.322302
28 Dec 2020 10:12:00.000,-3.685,-69.680,1000.087680
28 Dec 2020 10:13:00.000,-0.291,-70.496,1000.000549
28 Dec 2020 10:14:00.000,3.102,-71.311,1000.062164
28 Dec 2020 10:15:00.000,6.495,-72.129,1000.271637

"Time (UTCG)","Sat2412 - Lat (deg)","Sat2412 - Lon (deg)","Sat2412 - Alt (km)"
28 Dec 2020 10:00:00.000,-14.641,-64.803,1001.356673
28 Dec 2020 10:01:00.000,-11.252,-65.647,1000.808298
28 Dec 2020 10:02:00.000,-7.860,-66.478,1000.397031
28 Dec 2020 10:03:00.000,-4.468,-67.299,1000.128796
28 Dec 2020 10:04:00.000,-1.074,-68.115,1000.007459
28 Dec 2020 10:05:00.000,2.320,-68.930,1000.034768
28 Dec 2020 10:06:00.000,5.713,-69.748,1000.210331
28 Dec 2020 10:07:00.000,9.105,-70.572,1000.531615
28 Dec 2020 10:08:00.000,12.496,-71.407,1000.993993
28 Dec 2020 10:09:00.000,15.884,-72.258,1001.590805
28 Dec 2020 10:10:00.000,19.269,-73.129,1002.313461
28 Dec 2020 10:11:00.000,22.651,-74.025,1003.151567
28 Dec 2020 10:12:00.000,26.029,-74.954,1004.093081
28 Dec 2020 10:13:00.000,29.401,-75.924,1005.124487
28 Dec 2020 10:14:00.000,32.767,-76.941,1006.230998
28 Dec 2020 10:15:00.000,36.126,-78.019,1007.396766

"Time (UTCG)","Sat2501 - Lat (deg)","Sat2501 - Lon (deg)","Sat2501 - Alt (km)"
28 Dec 2020 10:00:00.000,19.999,-10.738,1002.484834
28 Dec 2020 10:01:00.000,23.381,-11.635,1003.346618
28 Dec 2020 10:02:00.000,26.759,-12.565,1004.309094
28 Dec 2020 10:03:00.000,30.131,-13.536,1005.358449
28 Dec 2020 10:04:00.000,33.497,-14.558,1006.479641
28 Dec 2020 10:05:00.000,36.856,-15.641,1007.656618
28 Dec 2020 10:06:00.000,40.206,-16.801,1008.872553
28 Dec 2020 10:07:00.000,43.546,-18.055,1010.110084
28 Dec 2020 10:08:00.000,46.874,-19.425,1011.351568
28 Dec 2020 10:09:00.000,50.188,-20.943,1012.579328
28 Dec 2020 10:10:00.000,53.483,-22.649,1013.775909
28 Dec 2020 10:11:00.000,56.756,-24.597,1014.924324
28 Dec 2020 10:12:00.000,59.999,-26.868,1016.008288
28 Dec 2020 10:13:00.000,63.203,-29.574,1017.012454
28 Dec 2020 10:14:00.000,66.353,-32.885,1017.922618
28 Dec 2020 10:15:00.000,69.424,-37.060,1018.725922

"Time (UTCG)","Sat2502 - Lat (deg)","Sat2502 - Lon (deg)","Sat2502 - Alt (km)"
28 Dec 2020 10:00:00.000,49.425,-18.386,1012.298328
28 Dec 2020 10:01:00.000,52.725,-20.044,1013.503628
28 Dec 2020 10:02:00.000,56.004,-21.930,1014.664624
28 Dec 2020 10:03:00.000,59.254,-24.118,1015.764851
28 Dec 2020 10:04:00.000,62.469,-26.711,1016.788724
28 Dec 2020 10:05:00.000,65.632,-29.863,1017.721759
28 Dec 2020 10:06:00.000,68.724,-33.810,1018.550770
28 Dec 2020 10:07:00.000,71.709,-38.919,1019.264055
28 Dec 2020 10:08:00.000,74.524,-45.782,1019.851552
28 Dec 2020 10:09:00.000,77.062,-55.318,1020.304983
28 Dec 2020 10:10:00.000,79.125,-68.758,1020.617959
28 Dec 2020 10:11:00.000,80.404,-86.852,1020.786073
28 Dec 2020 10:12:00.000,80.574,-107.773,1020.806961
28 Dec 2020 10:13:00.000,79.582,-127.015,1020.680327
28 Dec 2020 10:14:00.000,77.704,-141.760,1020.407955
28 Dec 2020 10:15:00.000,75.277,-152.270,1019.993678

"Time (UTCG)","Sat2503 - Lat (deg)","Sat2503 - Lon (deg)","Sat2503 - Alt (km)"
28 Dec 2020 10:00:00.000,76.510,-50.628,1020.212676
28 Dec 2020 10:01:00.000,78.706,-63.058,1020.558506
28 Dec 2020 10:02:00.000,80.197,-80.108,1020.760312
28 Dec 2020 10:03:00.000,80.643,-100.733,1020.815254
28 Dec 2020 10:04:00.000,79.902,-120.743,1020.722558
28 Dec 2020 10:05:00.000,78.197,-136.583,1020.483528
28 Dec 2020 10:06:00.000,75.872,-147.965,1020.101530
28 Dec 2020 10:07:00.000,73.181,-156.062,1019.581943
28 Dec 2020 10:08:00.000,70.273,-161.979,1018.932088
28 Dec 2020 10:09:00.000,67.231,-166.465,1018.161127
28 Dec 2020 10:10:00.000,64.100,-169.989,1017.279939
28 Dec 2020 10:11:00.000,60.910,-172.845,1016.300969
28 Dec 2020 10:12:00.000,57.677,-175.226,1015.238058
28 Dec 2020 10:13:00.000,54.411,-177.256,1014.106254
28 Dec 2020 10:14:00.000,51.122,-179.024,1012.921596
28 Dec 2020 10:15:00.000,47.813,179.410,1011.700898

"Time (UTCG)","Sat2504 - Lat (deg)","Sat2504 - Lon (deg)","Sat2504 - Alt (km)"
28 Dec 2020 10:00:00.000,67.941,-163.337,1018.349121
28 Dec 2020 10:01:00.000,64.828,-167.052,1017.492303
28 Dec 2020 10:02:00.000,61.650,-170.042,1016.534702
28 Dec 2020 10:03:00.000,58.425,-172.519,1015.489855
28 Dec 2020 10:04:00.000,55.167,-174.622,1014.372548
28 Dec 2020 10:05:00.000,51.882,-176.444,1013.198612
28 Dec 2020 10:06:00.000,48.577,-178.052,1011.984702
28 Dec 2020 10:07:00.000,45.256,-179.494,1010.748064
28 Dec 2020 10:08:00.000,41.922,179.196,1009.506292
28 Dec 2020 10:09:00.000,38.577,177.990,1008.277077
28 Dec 2020 10:10:00.000,35.222,176.869,1007.077958
28 Dec 2020 10:11:00.000,31.860,175.817,1005.926068
28 Dec 2020 10:12:00.000,28.491,174.822,1004.837885
28 Dec 2020 10:13:00.000,25.116,173.871,1003.828999
28 Dec 2020 10:14:00.000,21.736,172.959,1002.913880
28 Dec 2020 10:15:00.000,18.352,172.076,1002.105668

"Time (UTCG)","Sat2505 - Lat (deg)","Sat2505 - Lon (deg)","Sat2505 - Alt (km)"
28 Dec 2020 10:00:00.000,39.349,-179.548,1008.558512
28 Dec 2020 10:01:00.000,35.997,179.314,1007.350914
28 Dec 2020 10:02:00.000,32.636,178.247,1006.186643
28 Dec 2020 10:03:00.000,29.268,177.239,1005.082349
28 Dec 2020 10:04:00.000,25.894,176.279,1004.053848
28 Dec 2020 10:05:00.000,22.516,175.359,1003.115888
28 Dec 2020 10:06:00.000,19.133,174.470,1002.281933
28 Dec 2020 10:07:00.000,15.746,173.606,1001.563968
28 Dec 2020 10:08:00.000,12.357,172.763,1000.972317
28 Dec 2020 10:09:00.000,8.965,171.934,1000.515498
28 Dec 2020 10:10:00.000,5.572,171.116,1000.200089
28 Dec 2020 10:11:00.000,2.177,170.305,1000.030636
28 Dec 2020 10:12:00.000,-1.217,169.496,1000.009581
28 Dec 2020 10:13:00.000,-4.612,168.685,1000.137227
28 Dec 2020 10:14:00.000,-8.005,167.870,1000.411734
28 Dec 2020 10:15:00.000,-11.398,167.045,1000.829147

"Time (UTCG)","Sat2506 - Lat (deg)","Sat2506 - Lon (deg)","Sat2506 - Alt (km)"
28 Dec 2020 10:00:00.000,9.747,174.316,1000.608508
28 Dec 2020 10:01:00.000,6.354,173.496,1000.260010
28 Dec 2020 10:02:00.000,2.960,172.684,1000.056604
28 Dec 2020 10:03:00.000,-0.435,171.875,1000.001221
28 Dec 2020 10:04:00.000,-3.829,171.065,1000.094660
28 Dec 2020 10:05:00.000,-7.223,170.251,1000.335574
28 Dec 2020 10:06:00.000,-10.616,169.428,1000.720490
28 Dec 2020 10:07:00.000,-14.006,168.593,1001.243865
28 Dec 2020 10:08:00.000,-17.394,167.740,1001.898162
28 Dec 2020 10:09:00.000,-20.779,166.865,1002.673966
28 Dec 2020 10:10:00.000,-24.160,165.962,1003.560125
28 Dec 2020 10:11:00.000,-27.537,165.023,1004.543910
28 Dec 2020 10:12:00.000,-30.908,164.041,1005.611206
28 Dec 2020 10:13:00.000,-34.272,163.006,1006.746719
28 Dec 2020 10:14:00.000,-37.629,161.906,1007.934196
28 Dec 2020 10:15:00.000,-40.977,160.726,1009.156666

"Time (UTCG)","Sat2507 - Lat (deg)","Sat2507 - Lon (deg)","Sat2507 - Alt (km)"
28 Dec 2020 10:00:00.000,-19.999,169.262,1002.484834
28 Dec 2020 10:01:00.000,-23.381,168.365,1003.346618
28 Dec 2020 10:02:00.000,-26.759,167.435,1004.309094
28 Dec 2020 10:03:00.000,-30.131,166.464,1005.358449
28 Dec 2020 10:04:00.000,-33.497,165.442,1006.479641
28 Dec 2020 10:05:00.000,-36.856,164.359,1007.656618
28 Dec 2020 10:06:00.000,-40.206,163.199,1008.872553
28 Dec 2020 10:07:00.000,-43.546,161.945,1010.110084
28 Dec 2020 10:08:00.000,-46.874,160.575,1011.351568
28 Dec 2020 10:09:00.000,-50.188,159.057,1012.579328
28 Dec 2020 10:10:00.000,-53.483,157.351,1013.775909
28 Dec 2020 10:11:00.000,-56.756,155.403,1014.924324
28 Dec 2020 10:12:00.000,-59.999,153.132,1016.008288
28 Dec 2020 10:13:00.000,-63.203,150.426,1017.012454
28 Dec 2020 10:14:00.000,-66.353,147.115,1017.922618
28 Dec 2020 10:15:00.000,-69.424,142.940,1018.725922

"Time (UTCG)","Sat2508 - Lat (deg)","Sat2508 - Lon (deg)","Sat2508 - Alt (km)"
28 Dec 2020 10:00:00.000,-49.425,161.614,1012.298328
28 Dec 2020 10:01:00.000,-52.725,159.956,1013.503628
28 Dec 2020 10:02:00.000,-56.004,158.070,1014.664624
28 Dec 2020 10:03:00.000,-59.254,155.882,1015.764851
28 Dec 2020 10:04:00.000,-62.469,153.289,1016.788724
28 Dec 2020 10:05:00.000,-65.632,150.137,1017.721759
28 Dec 2020 10:06:00.000,-68.724,146.190,1018.550770
28 Dec 2020 10:07:00.000,-71.709,141.081,1019.264055
28 Dec 2020 10:08:00.000,-74.524,134.218,1019.851552
28 Dec 2020 10:09:00.000,-77.062,124.682,1020.304983
28 Dec 2020 10:10:00.000,-79.125,111.242,1020.617959
28 Dec 2020 10:11:00.000,-80.404,93.148,1020.786073
28 Dec 2020 10:12:00.000,-80.574,72.227,1020.806961
28 Dec 2020 10:13:00.000,-79.582,52.985,1020.680327
28 Dec 2020 10:14:00.000,-77.704,38.240,1020.407955
28 Dec 2020 10:15:00.000,-75.277,27.730,1019.993678

"Time (UTCG)","Sat2509 - Lat (deg)","Sat2509 - Lon (deg)","Sat2509 - Alt (km)"
28 Dec 2020 10:00:00.000,-76.510,129.372,1020.212676
28 Dec 2020 10:01:00.000,-78.706,116.942,1020.558506
28 Dec 2020 10:02:00.000,-80.197,99.892,1020.760312
28 Dec 2020 10:03:00.000,-80.643,79.267,1020.815254
28 Dec 2020 10:04:00.000,-79.902,59.257,1020.722558
28 Dec 2020 10:05:00.000,-78.197,43.417,1020.483528
28 Dec 2020 10:06:00.000,-75.872,32.035,1020.101530
28 Dec 2020 10:07:00.000,-73.181,23.938,1019.581943
28 Dec 2020 10:08:00.000,-70.273,18.021,1018.932088
28 Dec 2020 10:09:00.000,-67.231,13.535,1018.161127
28 Dec 2020 10:10:00.000,-64.100,10.011,1017.279939
28 Dec 2020 10:11:00.000,-60.910,7.155,1016.300969
28 Dec 2020 10:12:00.000,-57.677,4.774,1015.238058
28 Dec 2020 10:13:00.000,-54.411,2.744,1014.106254
28 Dec 2020 10:14:00.000,-51.122,0.976,1012.921596
28 Dec 2020 10:15:00.000,-47.813,-0.590,1011.700898

"Time (UTCG)","Sat2510 - Lat (deg)","Sat2510 - Lon (deg)","Sat2510 - Alt (km)"
28 Dec 2020 10:00:00.000,-67.941,16.663,1018.349121
28 Dec 2020 10:01:00.000,-64.828,12.948,1017.492303
28 Dec 2020 10:02:00.000,-61.650,9.958,1016.534702
28 Dec 2020 10:03:00.000,-58.425,7.481,1015.489855
28 Dec 2020 10:04:00.000,-55.167,5.378,1014.372548
28 Dec 2020 10:05:00.000,-51.882,3.556,1013.198612
28 Dec 2020 10:06:00.000,-48.577,1.948,1011.984702
28 Dec 2020 10:07:00.000,-45.256,0.506,1010.748064
28 Dec 2020 10:08:00.000,-41.922,-0.804,1009.506292
28 Dec 2020 10:09:00.000,-38.577,-2.010,1008.277077
28 Dec 2020 10:10:00.000,-35.222,-3.131,1007.077958
28 Dec 2020 10:11:00.000,-31.860,-4.183,1005.926068
28 Dec 2020 10:12:00.000,-28.491,-5.178,1004.837885
28 Dec 2020 10:13:00.000,-25.116,-6.129,1003.828999
28 Dec 2020 10:14:00.000,-21.736,-7.041,1002.913880
28 Dec 2020 10:15:00.000,-18.352,-7.924,1002.105668

"Time (UTCG)","Sat2511 - Lat (deg)","Sat2511 - Lon (deg)","Sat2511 - Alt (km)"
28 Dec 2020 10:00:00.000,-39.349,0.452,1008.558512
28 Dec 2020 10:01:00.000,-35.997,-0.686,1007.350914
28 Dec 2020 10:02:00.000,-32.636,-1.753,1006.186643
28 Dec 2020 10:03:00.000,-29.268,-2.761,1005.082349
28 Dec 2020 10:04:00.000,-25.894,-3.721,1004.053848
28 Dec 2020 10:05:00.000,-22.516,-4.641,1003.115888
28 Dec 2020 10:06:00.000,-19.133,-5.530,1002.281933
28 Dec 2020 10:07:00.000,-15.746,-6.394,1001.563968
28 Dec 2020 10:08:00.000,-12.357,-7.237,1000.972317
28 Dec 2020 10:09:00.000,-8.965,-8.066,1000.515498
28 Dec 2020 10:10:00.000,-5.572,-8.884,1000.200089
28 Dec 2020 10:11:00.000,-2.177,-9.695,1000.030636
28 Dec 2020 10:12:00.000,1.217,-10.504,1000.009581
28 Dec 2020 10:13:00.000,4.612,-11.315,1000.137227
28 Dec 2020 10:14:00.000,8.005,-12.130,1000.411734
28 Dec 2020 10:15:00.000,11.398,-12.955,1000.829147

"Time (UTCG)","Sat2512 - Lat (deg)","Sat2512 - Lon (deg)","Sat2512 - Alt (km)"
28 Dec 2020 10:00:00.000,-9.747,-5.684,1000.608508
28 Dec 2020 10:01:00.000,-6.354,-6.504,1000.260010
28 Dec 2020 10:02:00.000,-2.960,-7.316,1000.056604
28 Dec 2020 10:03:00.000,0.435,-8.125,1000.001221
28 Dec 2020 10:04:00.000,3.829,-8.935,1000.094660
28 Dec 2020 10:05:00.000,7.223,-9.749,1000.335574
28 Dec 2020 10:06:00.000,10.616,-10.572,1000.720490
28 Dec 2020 10:07:00.000,14.006,-11.407,1001.243865
28 Dec 2020 10:08:00.000,17.394,-12.260,1001.898162
28 Dec 2020 10:09:00.000,20.779,-13.135,1002.673966
28 Dec 2020 10:10:00.000,24.160,-14.038,1003.560125
28 Dec 2020 10:11:00.000,27.537,-14.977,1004.543910
28 Dec 2020 10:12:00.000,30.908,-15.959,1005.611206
28 Dec 2020 10:13:00.000,34.272,-16.994,1006.746719
28 Dec 2020 10:14:00.000,37.629,-18.094,1007.934196
28 Dec 2020 10:15:00.000,40.977,-19.274,1009.156666

"Time (UTCG)","Sat2601 - Lat (deg)","Sat2601 - Lon (deg)","Sat2601 - Alt (km)"
28 Dec 2020 10:00:00.000,24.826,48.310,1003.746517
28 Dec 2020 10:01:00.000,28.201,47.364,1004.747899
28 Dec 2020 10:02:00.000,31.571,46.372,1005.829869
28 Dec 2020 10:03:00.000,34.934,45.325,1006.976923
28 Dec 2020 10:04:00.000,38.289,44.211,1008.172650
28 Dec 2020 10:05:00.000,41.635,43.013,1009.399964
28 Dec 2020 10:06:00.000,44.970,41.713,1010.641352
28 Dec 2020 10:07:00.000,48.293,40.284,1011.879125
28 Dec 2020 10:08:00.000,51.599,38.691,1013.095671
28 Dec 2020 10:09:00.000,54.885,36.890,1014.273705
28 Dec 2020 10:10:00.000,58.147,34.815,1015.396511
28 Dec 2020 10:11:00.000,61.375,32.375,1016.448179
28 Dec 2020 10:12:00.000,64.558,29.435,1017.413825
28 Dec 2020 10:13:00.000,67.677,25.794,1018.279796
28 Dec 2020 10:14:00.000,70.704,21.135,1019.033866
28 Dec 2020 10:15:00.000,73.586,14.956,1019.665394

"Time (UTCG)","Sat2602 - Lat (deg)","Sat2602 - Lon (deg)","Sat2602 - Alt (km)"
28 Dec 2020 10:00:00.000,54.130,39.519,1014.006339
28 Dec 2020 10:01:00.000,57.397,37.514,1015.143326
28 Dec 2020 10:02:00.000,60.634,35.168,1016.212760
28 Dec 2020 10:03:00.000,63.828,32.359,1017.199503
28 Dec 2020 10:04:00.000,66.965,28.902,1018.089600
28 Dec 2020 10:05:00.000,70.016,24.514,1018.870480
28 Dec 2020 10:06:00.000,72.938,18.744,1019.531122
28 Dec 2020 10:07:00.000,75.652,10.874,1020.062213
28 Dec 2020 10:08:00.000,78.017,-0.176,1020.456269
28 Dec 2020 10:09:00.000,79.789,-15.607,1020.707740
28 Dec 2020 10:10:00.000,80.625,-35.352,1020.813086
28 Dec 2020 10:11:00.000,80.281,-56.117,1020.770825
28 Dec 2020 10:12:00.000,78.866,-73.564,1020.581552
28 Dec 2020 10:13:00.000,76.718,-86.363,1020.247930
28 Dec 2020 10:14:00.000,74.131,-95.442,1019.774656
28 Dec 2020 10:15:00.000,71.285,-102.003,1019.168400

"Time (UTCG)","Sat2603 - Lat (deg)","Sat2603 - Lon (deg)","Sat2603 - Alt (km)"
28 Dec 2020 10:00:00.000,79.450,-9.428,1020.662615
28 Dec 2020 10:01:00.000,80.532,-28.341,1020.801867
28 Dec 2020 10:02:00.000,80.465,-49.306,1020.793669
28 Dec 2020 10:03:00.000,79.271,-67.767,1020.638136
28 Dec 2020 10:04:00.000,77.261,-81.597,1020.337459
28 Dec 2020 10:05:00.000,74.755,-91.418,1019.895870
28 Dec 2020 10:06:00.000,71.958,-98.469,1019.319590
28 Dec 2020 10:07:00.000,68.986,-103.702,1018.616739
28 Dec 2020 10:08:00.000,65.901,-107.731,1017.797230
28 Dec 2020 10:09:00.000,62.743,-110.941,1016.872633
28 Dec 2020 10:10:00.000,59.532,-113.575,1015.856011
28 Dec 2020 10:11:00.000,56.284,-115.793,1014.761745
28 Dec 2020 10:12:00.000,53.008,-117.703,1013.605333
28 Dec 2020 10:13:00.000,49.709,-119.378,1012.403174
28 Dec 2020 10:14:00.000,46.393,-120.872,1011.172340
28 Dec 2020 10:15:00.000,43.063,-122.224,1009.930332

"Time (UTCG)","Sat2604 - Lat (deg)","Sat2604 - Lon (deg)","Sat2604 - Alt (km)"
28 Dec 2020 10:00:00.000,63.476,-108.067,1017.094518
28 Dec 2020 10:01:00.000,60.276,-110.817,1016.097887
28 Dec 2020 10:02:00.000,57.036,-113.120,1015.020189
28 Dec 2020 10:03:00.000,53.765,-115.093,1013.876683
28 Dec 2020 10:04:00.000,50.472,-116.817,1012.683581
28 Dec 2020 10:05:00.000,47.159,-118.349,1011.457818
28 Dec 2020 10:06:00.000,43.833,-119.731,1010.216821
28 Dec 2020 10:07:00.000,40.493,-120.993,1008.978255
28 Dec 2020 10:08:00.000,37.144,-122.160,1007.759777
28 Dec 2020 10:09:00.000,33.786,-123.250,1006.578784
28 Dec 2020 10:10:00.000,30.420,-124.277,1005.452157
28 Dec 2020 10:11:00.000,27.049,-125.252,1004.396025
28 Dec 2020 10:12:00.000,23.671,-126.185,1003.425526
28 Dec 2020 10:13:00.000,20.290,-127.084,1002.554584
28 Dec 2020 10:14:00.000,16.904,-127.956,1001.795713
28 Dec 2020 10:15:00.000,13.516,-128.806,1001.159823

"Time (UTCG)","Sat2605 - Lat (deg)","Sat2605 - Lon (deg)","Sat2605 - Alt (km)"
28 Dec 2020 10:00:00.000,34.561,-120.813,1006.846916
28 Dec 2020 10:01:00.000,31.197,-121.853,1005.706289
28 Dec 2020 10:02:00.000,27.827,-122.839,1004.632518
28 Dec 2020 10:03:00.000,24.451,-123.781,1003.640988
28 Dec 2020 10:04:00.000,21.070,-124.687,1002.745922
28 Dec 2020 10:05:00.000,17.685,-125.564,1001.960178
28 Dec 2020 10:06:00.000,14.297,-126.419,1001.295048
28 Dec 2020 10:07:00.000,10.907,-127.255,1000.760104
28 Dec 2020 10:08:00.000,7.514,-128.079,1000.363048
28 Dec 2020 10:09:00.000,4.121,-128.894,1000.109599
28 Dec 2020 10:10:00.000,0.726,-129.703,1000.003409
28 Dec 2020 10:11:00.000,-2.669,-130.513,1000.046009
28 Dec 2020 10:12:00.000,-6.063,-131.325,1000.236786
28 Dec 2020 10:13:00.000,-9.456,-132.144,1000.572989
28 Dec 2020 10:14:00.000,-12.847,-132.974,1001.049775
28 Dec 2020 10:15:00.000,-16.236,-133.820,1001.660276

"Time (UTCG)","Sat2606 - Lat (deg)","Sat2606 - Lon (deg)","Sat2606 - Alt (km)"
28 Dec 2020 10:00:00.000,4.903,-126.514,1000.155082
28 Dec 2020 10:01:00.000,1.509,-127.325,1000.014719
28 Dec 2020 10:02:00.000,-1.886,-128.133,1000.022983
28 Dec 2020 10:03:00.000,-5.280,-128.945,1000.179755
28 Dec 2020 10:04:00.000,-8.673,-129.762,1000.482775
28 Dec 2020 10:05:00.000,-12.065,-130.589,1000.927678
28 Dec 2020 10:06:00.000,-15.455,-131.431,1001.508055
28 Dec 2020 10:07:00.000,-18.842,-132.293,1002.215551
28 Dec 2020 10:08:00.000,-22.225,-133.179,1003.039991
28 Dec 2020 10:09:00.000,-25.604,-134.097,1003.969527
28 Dec 2020 10:10:00.000,-28.979,-135.053,1004.990813
28 Dec 2020 10:11:00.000,-32.347,-136.057,1006.089203
28 Dec 2020 10:12:00.000,-35.708,-137.118,1007.248967
28 Dec 2020 10:13:00.000,-39.062,-138.250,1008.453514
28 Dec 2020 10:14:00.000,-42.405,-139.469,1009.685637
28 Dec 2020 10:15:00.000,-45.738,-140.797,1010.927762

"Time (UTCG)","Sat2607 - Lat (deg)","Sat2607 - Lon (deg)","Sat2607 - Alt (km)"
28 Dec 2020 10:00:00.000,-24.826,-131.690,1003.746517
28 Dec 2020 10:01:00.000,-28.201,-132.636,1004.747899
28 Dec 2020 10:02:00.000,-31.571,-133.628,1005.829869
28 Dec 2020 10:03:00.000,-34.934,-134.675,1006.976923
28 Dec 2020 10:04:00.000,-38.289,-135.789,1008.172650
28 Dec 2020 10:05:00.000,-41.635,-136.987,1009.399964
28 Dec 2020 10:06:00.000,-44.970,-138.287,1010.641352
28 Dec 2020 10:07:00.000,-48.293,-139.716,1011.879125
28 Dec 2020 10:08:00.000,-51.599,-141.309,1013.095671
28 Dec 2020 10:09:00.000,-54.885,-143.110,1014.273705
28 Dec 2020 10:10:00.000,-58.147,-145.185,1015.396511
28 Dec 2020 10:11:00.000,-61.375,-147.625,1016.448179
28 Dec 2020 10:12:00.000,-64.558,-150.565,1017.413825
28 Dec 2020 10:13:00.000,-67.677,-154.206,1018.279796
28 Dec 2020 10:14:00.000,-70.704,-158.865,1019.033866
28 Dec 2020 10:15:00.000,-73.586,-165.044,1019.665394

"Time (UTCG)","Sat2608 - Lat (deg)","Sat2608 - Lon (deg)","Sat2608 - Alt (km)"
28 Dec 2020 10:00:00.000,-54.130,-140.481,1014.006339
28 Dec 2020 10:01:00.000,-57.397,-142.486,1015.143326
28 Dec 2020 10:02:00.000,-60.634,-144.832,1016.212760
28 Dec 2020 10:03:00.000,-63.828,-147.641,1017.199503
28 Dec 2020 10:04:00.000,-66.965,-151.098,1018.089600
28 Dec 2020 10:05:00.000,-70.016,-155.486,1018.870480
28 Dec 2020 10:06:00.000,-72.938,-161.256,1019.531122
28 Dec 2020 10:07:00.000,-75.652,-169.126,1020.062213
28 Dec 2020 10:08:00.000,-78.017,179.824,1020.456269
28 Dec 2020 10:09:00.000,-79.789,164.393,1020.707740
28 Dec 2020 10:10:00.000,-80.625,144.648,1020.813086
28 Dec 2020 10:11:00.000,-80.281,123.883,1020.770825
28 Dec 2020 10:12:00.000,-78.866,106.436,1020.581552
28 Dec 2020 10:13:00.000,-76.718,93.637,1020.247930
28 Dec 2020 10:14:00.000,-74.131,84.558,1019.774656
28 Dec 2020 10:15:00.000,-71.285,77.997,1019.168400

"Time (UTCG)","Sat2609 - Lat (deg)","Sat2609 - Lon (deg)","Sat2609 - Alt (km)"
28 Dec 2020 10:00:00.000,-79.450,170.572,1020.662615
28 Dec 2020 10:01:00.000,-80.532,151.659,1020.801867
28 Dec 2020 10:02:00.000,-80.465,130.694,1020.793669
28 Dec 2020 10:03:00.000,-79.271,112.233,1020.638136
28 Dec 2020 10:04:00.000,-77.261,98.403,1020.337459
28 Dec 2020 10:05:00.000,-74.755,88.582,1019.895870
28 Dec 2020 10:06:00.000,-71.958,81.531,1019.319590
28 Dec 2020 10:07:00.000,-68.986,76.298,1018.616739
28 Dec 2020 10:08:00.000,-65.901,72.269,1017.797230
28 Dec 2020 10:09:00.000,-62.743,69.059,1016.872633
28 Dec 2020 10:10:00.000,-59.532,66.425,1015.856011
28 Dec 2020 10:11:00.000,-56.284,64.207,1014.761745
28 Dec 2020 10:12:00.000,-53.008,62.297,1013.605333
28 Dec 2020 10:13:00.000,-49.709,60.622,1012.403174
28 Dec 2020 10:14:00.000,-46.393,59.128,1011.172340
28 Dec 2020 10:15:00.000,-43.063,57.776,1009.930332

"Time (UTCG)","Sat2610 - Lat (deg)","Sat2610 - Lon (deg)","Sat2610 - Alt (km)"
28 Dec 2020 10:00:00.000,-63.476,71.933,1017.094518
28 Dec 2020 10:01:00.000,-60.276,69.183,1016.097887
28 Dec 2020 10:02:00.000,-57.036,66.880,1015.020189
28 Dec 2020 10:03:00.000,-53.765,64.907,1013.876683
28 Dec 2020 10:04:00.000,-50.472,63.183,1012.683581
28 Dec 2020 10:05:00.000,-47.159,61.651,1011.457818
28 Dec 2020 10:06:00.000,-43.833,60.269,1010.216821
28 Dec 2020 10:07:00.000,-40.493,59.007,1008.978255
28 Dec 2020 10:08:00.000,-37.144,57.840,1007.759777
28 Dec 2020 10:09:00.000,-33.786,56.750,1006.578784
28 Dec 2020 10:10:00.000,-30.420,55.723,1005.452157
28 Dec 2020 10:11:00.000,-27.049,54.748,1004.396025
28 Dec 2020 10:12:00.000,-23.671,53.815,1003.425526
28 Dec 2020 10:13:00.000,-20.290,52.916,1002.554584
28 Dec 2020 10:14:00.000,-16.904,52.044,1001.795713
28 Dec 2020 10:15:00.000,-13.516,51.194,1001.159823

"Time (UTCG)","Sat2611 - Lat (deg)","Sat2611 - Lon (deg)","Sat2611 - Alt (km)"
28 Dec 2020 10:00:00.000,-34.561,59.187,1006.846916
